year,month,ts,fishery,metric,units,value,se
1979,8,111,6,catch,2,29.645,0.01
1979,11,112,6,catch,2,18.778,0.01
1980,2,113,6,catch,2,7.387,0.01
1980,5,114,6,catch,2,17.883,0.01
1980,8,115,6,catch,2,38.24,0.01
1980,11,116,6,catch,2,21.08,0.01
1981,2,117,6,catch,2,12.534,0.01
1981,5,118,6,catch,2,18.739,0.01
1981,8,119,6,catch,2,37.252,0.01
1981,11,120,6,catch,2,14.893,0.01
1982,2,121,6,catch,2,15.436,0.01
1982,5,122,6,catch,2,16.275,0.01
1982,8,123,6,catch,2,24.409,0.01
1982,11,124,6,catch,2,7.141,0.01
1983,2,125,6,catch,2,7.209,0.01
1983,5,126,6,catch,2,15.208,0.01
1983,8,127,6,catch,2,26.337,0.01
1983,11,128,6,catch,2,18.699,0.01
1984,2,129,6,catch,2,6.889,0.01
1984,5,130,6,catch,2,16.364,0.01
1984,8,131,6,catch,2,28.101,0.01
1984,11,132,6,catch,2,7.373,0.01
1985,2,133,6,catch,2,4.85,0.01
1985,5,134,6,catch,2,19.951,0.01
1985,8,135,6,catch,2,32.136,0.01
1985,11,136,6,catch,2,8.76,0.01
1986,2,137,6,catch,2,11.969,0.01
1986,5,138,6,catch,2,20.095,0.01
1986,8,139,6,catch,2,25.486,0.01
1986,11,140,6,catch,2,5.658,0.01
1987,2,141,6,catch,2,3.198,0.01
1987,5,142,6,catch,2,9.241,0.01
1987,8,143,6,catch,2,25.68,0.01
1987,11,144,6,catch,2,5.371,0.01
1988,2,145,6,catch,2,6.761,0.01
1988,5,146,6,catch,2,19.708,0.01
1988,8,147,6,catch,2,30.85,0.01
1988,11,148,6,catch,2,6.451,0.01
1989,2,149,6,catch,2,3.19,0.01
1989,5,150,6,catch,2,19.2,0.01
1989,8,151,6,catch,2,20.523,0.01
1989,11,152,6,catch,2,2.592,0.01
1990,2,153,6,catch,2,6.96,0.01
1990,5,154,6,catch,2,16.867,0.01
1990,8,155,6,catch,2,35.84,0.01
1990,11,156,6,catch,2,12.114,0.01
1991,2,157,6,catch,2,5.926,0.01
1991,5,158,6,catch,2,18.773,0.01
1991,8,159,6,catch,2,18.175,0.01
1991,11,160,6,catch,2,14.524,0.01
1992,2,161,6,catch,2,3.083,0.01
1992,5,162,6,catch,2,9.093,0.01
1992,8,163,6,catch,2,18.772,0.01
1992,11,164,6,catch,2,6.91,0.01
1993,2,165,6,catch,2,5.484,0.01
1993,5,166,6,catch,2,17.474,0.01
1993,8,167,6,catch,2,20.713,0.01
1993,11,168,6,catch,2,3.187,0.01
1994,2,169,6,catch,2,10.766,0.01
1994,5,170,6,catch,2,27.809,0.01
1994,8,171,6,catch,2,22.224,0.01
1994,11,172,6,catch,2,7.331,0.01
1995,2,173,6,catch,2,10.626,0.01
1995,5,174,6,catch,2,24.064,0.01
1995,8,175,6,catch,2,25.092,0.01
1995,11,176,6,catch,2,17.857,0.01
1996,2,177,6,catch,2,13.783,0.01
1996,5,178,6,catch,2,31.143,0.01
1996,8,179,6,catch,2,31.304,0.01
1996,11,180,6,catch,2,9.88,0.01
1997,2,181,6,catch,2,11.518,0.01
1997,5,182,6,catch,2,31.822,0.01
1997,8,183,6,catch,2,35.382,0.01
1997,11,184,6,catch,2,16.49,0.01
1998,2,185,6,catch,2,15.845,0.01
1998,5,186,6,catch,2,34.931,0.01
1998,8,187,6,catch,2,39.705,0.01
1998,11,188,6,catch,2,12.319,0.01
1999,2,189,6,catch,2,15.378,0.01
1999,5,190,6,catch,2,24.943,0.01
1999,8,191,6,catch,2,25.731,0.01
1999,11,192,6,catch,2,13.328,0.01
2000,2,193,6,catch,2,17.033,0.01
2000,5,194,6,catch,2,25.201,0.01
2000,8,195,6,catch,2,28.412,0.01
2000,11,196,6,catch,2,18.698,0.01
2001,2,197,6,catch,2,20.434,0.01
2001,5,198,6,catch,2,27.833,0.01
2001,8,199,6,catch,2,49.951,0.01
2001,11,200,6,catch,2,24.653,0.01
2002,2,201,6,catch,2,27.267,0.01
2002,5,202,6,catch,2,56.045,0.01
2002,8,203,6,catch,2,62.14,0.01
2002,11,204,6,catch,2,25.95,0.01
2003,2,205,6,catch,2,34.295,0.01
2003,5,206,6,catch,2,87.572,0.01
2003,8,207,6,catch,2,64.738,0.01
2003,11,208,6,catch,2,33.174,0.01
2004,2,209,6,catch,2,28.242,0.01
2004,5,210,6,catch,2,61.629,0.01
2004,8,211,6,catch,2,88.179,0.01
2004,11,212,6,catch,2,31.594,0.01
2005,2,213,6,catch,2,19.873,0.01
2005,5,214,6,catch,2,45.95,0.01
2005,8,215,6,catch,2,57.455,0.01
2005,11,216,6,catch,2,23.32,0.01
2006,2,217,6,catch,2,22.78,0.01
2006,5,218,6,catch,2,48.188,0.01
2006,8,219,6,catch,2,56.192,0.01
2006,11,220,6,catch,2,42.954,0.01
2007,2,221,6,catch,2,21.448,0.01
2007,5,222,6,catch,2,43.035,0.01
2007,8,223,6,catch,2,50.747,0.01
2007,11,224,6,catch,2,35.038,0.01
2008,2,225,6,catch,2,29.352,0.01
2008,5,226,6,catch,2,57.688,0.01
2008,8,227,6,catch,2,55.518,0.01
2008,11,228,6,catch,2,28.738,0.01
2009,2,229,6,catch,2,23.504,0.01
2009,5,230,6,catch,2,52.805,0.01
2009,8,231,6,catch,2,71.549,0.01
2009,11,232,6,catch,2,50.478,0.01
2010,2,233,6,catch,2,27.058,0.01
2010,5,234,6,catch,2,55.689,0.01
2010,8,235,6,catch,2,59.395,0.01
2010,11,236,6,catch,2,33.7,0.01
2011,2,237,6,catch,2,31.511,0.01
2011,5,238,6,catch,2,64.957,0.01
2011,8,239,6,catch,2,75.169,0.01
2011,11,240,6,catch,2,51.009,0.01
2012,2,241,6,catch,2,26.874,0.01
2012,5,242,6,catch,2,61.344,0.01
2012,8,243,6,catch,2,60.001,0.01
2012,11,244,6,catch,2,36.248,0.01
2013,2,245,6,catch,2,27.692,0.01
2013,5,246,6,catch,2,58.27,0.01
2013,8,247,6,catch,2,49.803,0.01
2013,11,248,6,catch,2,17.705,0.01
2014,2,249,6,catch,2,24.406,0.01
2014,5,250,6,catch,2,46.04,0.01
2014,8,251,6,catch,2,54.659,0.01
2014,11,252,6,catch,2,30.384,0.01
2015,2,253,6,catch,2,27.021,0.01
2015,5,254,6,catch,2,45.086,0.01
2015,8,255,6,catch,2,46.092,0.01
2015,11,256,6,catch,2,27.596,0.01
2016,2,257,6,catch,2,17.638,0.01
2016,5,258,6,catch,2,36.585,0.01
2016,8,259,6,catch,2,52.875,0.01
2016,11,260,6,catch,2,24.557,0.01
2017,2,261,6,catch,2,22.722,0.01
2017,5,262,6,catch,2,44.385,0.01
2017,8,263,6,catch,2,54.614,0.01
2017,11,264,6,catch,2,25.355,0.01
2018,2,265,6,catch,2,17.702,0.01
2018,5,266,6,catch,2,36.808,0.01
2018,8,267,6,catch,2,42.683,0.01
2018,11,268,6,catch,2,20.093,0.01
1986,11,140,7,catch,2,0.016,0.01
1987,2,141,7,catch,2,0.531,0.01
1987,5,142,7,catch,2,0.472,0.01
1987,8,143,7,catch,2,0.27,0.01
1987,11,144,7,catch,2,0.173,0.01
1988,2,145,7,catch,2,0.25,0.01
1988,5,146,7,catch,2,0.205,0.01
1988,8,147,7,catch,2,0.406,0.01
1988,11,148,7,catch,2,0.099,0.01
1989,2,149,7,catch,2,0.013,0.01
1989,5,150,7,catch,2,0.423,0.01
1989,8,151,7,catch,2,0.732,0.01
1989,11,152,7,catch,2,0.047,0.01
1990,2,153,7,catch,2,0.057,0.01
1990,5,154,7,catch,2,0.157,0.01
1990,8,155,7,catch,2,0.342,0.01
1990,11,156,7,catch,2,0.085,0.01
1991,2,157,7,catch,2,0.067,0.01
1991,5,158,7,catch,2,0.156,0.01
1991,8,159,7,catch,2,0.111,0.01
1991,11,160,7,catch,2,0.237,0.01
1992,2,161,7,catch,2,0.115,0.01
1992,5,162,7,catch,2,0.225,0.01
1992,8,163,7,catch,2,0.216,0.01
1992,11,164,7,catch,2,0.346,0.01
1993,2,165,7,catch,2,0.065,0.01
1993,5,166,7,catch,2,0.214,0.01
1993,8,167,7,catch,2,0.304,0.01
1993,11,168,7,catch,2,0.154,0.01
1994,2,169,7,catch,2,0.338,0.01
1994,5,170,7,catch,2,1.202,0.01
1994,8,171,7,catch,2,1.756,0.01
1994,11,172,7,catch,2,1.019,0.01
1995,2,173,7,catch,2,0.884,0.01
1995,5,174,7,catch,2,1.553,0.01
1995,8,175,7,catch,2,2.484,0.01
1995,11,176,7,catch,2,1.488,0.01
1996,2,177,7,catch,2,0.781,0.01
1996,5,178,7,catch,2,3.619,0.01
1996,8,179,7,catch,2,3.983,0.01
1996,11,180,7,catch,2,1.734,0.01
1997,2,181,7,catch,2,3.917,0.01
1997,5,182,7,catch,2,9.654,0.01
1997,8,183,7,catch,2,6.552,0.01
1997,11,184,7,catch,2,7.158,0.01
1998,2,185,7,catch,2,6.832,0.01
1998,5,186,7,catch,2,10.145,0.01
1998,8,187,7,catch,2,8.334,0.01
1998,11,188,7,catch,2,5.433,0.01
1999,2,189,7,catch,2,4.097,0.01
1999,5,190,7,catch,2,8.108,0.01
1999,8,191,7,catch,2,7.795,0.01
1999,11,192,7,catch,2,2.757,0.01
2000,2,193,7,catch,2,3.293,0.01
2000,5,194,7,catch,2,7.2,0.01
2000,8,195,7,catch,2,8.204,0.01
2000,11,196,7,catch,2,4.144,0.01
2001,2,197,7,catch,2,5.424,0.01
2001,5,198,7,catch,2,16.546,0.01
2001,8,199,7,catch,2,11.6,0.01
2001,11,200,7,catch,2,6.145,0.01
2002,2,201,7,catch,2,6.083,0.01
2002,5,202,7,catch,2,12.837,0.01
2002,8,203,7,catch,2,10.072,0.01
2002,11,204,7,catch,2,5.327,0.01
2003,2,205,7,catch,2,7.855,0.01
2003,5,206,7,catch,2,15.068,0.01
2003,8,207,7,catch,2,11.925,0.01
2003,11,208,7,catch,2,4.44,0.01
2004,2,209,7,catch,2,2.85,0.01
2004,5,210,7,catch,2,14.071,0.01
2004,8,211,7,catch,2,11.866,0.01
2004,11,212,7,catch,2,3.592,0.01
2005,2,213,7,catch,2,4.69,0.01
2005,5,214,7,catch,2,11.375,0.01
2005,8,215,7,catch,2,6.769,0.01
2005,11,216,7,catch,2,2.738,0.01
2006,2,217,7,catch,2,2.489,0.01
2006,5,218,7,catch,2,8.603,0.01
2006,8,219,7,catch,2,5.023,0.01
2006,11,220,7,catch,2,2.519,0.01
2007,2,221,7,catch,2,3.495,0.01
2007,5,222,7,catch,2,9.524,0.01
2007,8,223,7,catch,2,8.955,0.01
2007,11,224,7,catch,2,5.033,0.01
2008,2,225,7,catch,2,4.589,0.01
2008,5,226,7,catch,2,12.651,0.01
2008,8,227,7,catch,2,5.578,0.01
2008,11,228,7,catch,2,2.441,0.01
2009,2,229,7,catch,2,2.029,0.01
2009,5,230,7,catch,2,7.611,0.01
2009,8,231,7,catch,2,4.498,0.01
2009,11,232,7,catch,2,1.594,0.01
2010,2,233,7,catch,2,1.878,0.01
2010,5,234,7,catch,2,6.833,0.01
2010,8,235,7,catch,2,2.9,0.01
2010,11,236,7,catch,2,1.316,0.01
2011,2,237,7,catch,2,1.379,0.01
2011,5,238,7,catch,2,4.103,0.01
2011,8,239,7,catch,2,3.551,0.01
2011,11,240,7,catch,2,1.685,0.01
2012,2,241,7,catch,2,2.055,0.01
2012,5,242,7,catch,2,5.378,0.01
2012,8,243,7,catch,2,5.269,0.01
2012,11,244,7,catch,2,1.257,0.01
2013,2,245,7,catch,2,2.239,0.01
2013,5,246,7,catch,2,4.552,0.01
2013,8,247,7,catch,2,4.404,0.01
2013,11,248,7,catch,2,0.826,0.01
2014,2,249,7,catch,2,2.032,0.01
2014,5,250,7,catch,2,5.676,0.01
2014,8,251,7,catch,2,4.478,0.01
2014,11,252,7,catch,2,1.51,0.01
2015,2,253,7,catch,2,3.516,0.01
2015,5,254,7,catch,2,9.415,0.01
2015,8,255,7,catch,2,7.869,0.01
2015,11,256,7,catch,2,1.886,0.01
2016,2,257,7,catch,2,4.432,0.01
2016,5,258,7,catch,2,7.414,0.01
2016,8,259,7,catch,2,8.021,0.01
2016,11,260,7,catch,2,1.148,0.01
2017,2,261,7,catch,2,1.696,0.01
2017,5,262,7,catch,2,4.788,0.01
2017,8,263,7,catch,2,2.469,0.01
2017,11,264,7,catch,2,1.426,0.01
2018,2,265,7,catch,2,1.747,0.01
2018,5,266,7,catch,2,3.222,0.01
2018,8,267,7,catch,2,3.106,0.01
2018,11,268,7,catch,2,0.852,0.01
1968,11,68,8,catch,1,7.7,0.01
1969,2,69,8,catch,1,0.6,0.01
1969,11,72,8,catch,1,1.1,0.01
1970,2,73,8,catch,1,82.2,0.01
1970,5,74,8,catch,1,82.8,0.01
1970,8,75,8,catch,1,73.9,0.01
1970,11,76,8,catch,1,84.2,0.01
1971,2,77,8,catch,1,94.8,0.01
1971,5,78,8,catch,1,86.2,0.01
1971,8,79,8,catch,1,82.6,0.01
1971,11,80,8,catch,1,99.911,0.01
1972,2,81,8,catch,1,116.7,0.01
1972,5,82,8,catch,1,94.7,0.01
1972,8,83,8,catch,1,86.8,0.01
1972,11,84,8,catch,1,107.5,0.01
1973,2,85,8,catch,1,165.2,0.01
1973,5,86,8,catch,1,110.7,0.01
1973,8,87,8,catch,1,102.5,0.01
1973,11,88,8,catch,1,123.037,0.01
1974,2,89,8,catch,1,152.1,0.01
1974,5,90,8,catch,1,123.4,0.01
1974,8,91,8,catch,1,139.6,0.01
1974,11,92,8,catch,1,221.2,0.01
1975,2,93,8,catch,1,196.2,0.01
1975,5,94,8,catch,1,151.9,0.01
1975,8,95,8,catch,1,142.1,0.01
1975,11,96,8,catch,1,352.7,0.01
1976,2,97,8,catch,1,319.9,0.01
1976,5,98,8,catch,1,242.3,0.01
1976,8,99,8,catch,1,349.2,0.01
1976,11,100,8,catch,1,626.8,0.01
1977,2,101,8,catch,1,552,0.01
1977,5,102,8,catch,1,479,0.01
1977,8,103,8,catch,1,430.9,0.01
1977,11,104,8,catch,1,580.8,0.01
1978,2,105,8,catch,1,578.6,0.01
1978,5,106,8,catch,1,409.9,0.01
1978,8,107,8,catch,1,546.4,0.01
1978,11,108,8,catch,1,707.508,0.01
1979,2,109,8,catch,1,572.4,0.01
1979,5,110,8,catch,1,397,0.01
1979,8,111,8,catch,1,655.8,0.01
1979,11,112,8,catch,1,566.8,0.01
1980,2,113,8,catch,1,523.1,0.01
1980,5,114,8,catch,1,687.2,0.01
1980,8,115,8,catch,1,819.8,0.01
1980,11,116,8,catch,1,887.2,0.01
1981,2,117,8,catch,1,1519.6,0.01
1981,5,118,8,catch,1,3198.082,0.01
1981,8,119,8,catch,1,2248,0.01
1981,11,120,8,catch,1,2918.243,0.01
1982,2,121,8,catch,1,3480.576,0.01
1982,5,122,8,catch,1,4426.26,0.01
1982,8,123,8,catch,1,3785,0.01
1982,11,124,8,catch,1,5180.432,0.01
1983,2,125,8,catch,1,3928.14,0.01
1983,5,126,8,catch,1,5551.1,0.01
1983,8,127,8,catch,1,6065.084,0.01
1983,11,128,8,catch,1,6920.649,0.01
1984,2,129,8,catch,1,5424.909,0.01
1984,5,130,8,catch,1,4614,0.01
1984,8,131,8,catch,1,6470.024,0.01
1984,11,132,8,catch,1,6352.494,0.01
1985,2,133,8,catch,1,3087.827,0.01
1985,5,134,8,catch,1,3964.566,0.01
1985,8,135,8,catch,1,4346,0.01
1985,11,136,8,catch,1,4425.6,0.01
1986,2,137,8,catch,1,6674.348,0.01
1986,5,138,8,catch,1,5073,0.01
1986,8,139,8,catch,1,5656.3,0.01
1986,11,140,8,catch,1,6706.6,0.01
1987,2,141,8,catch,1,5789.4,0.01
1987,5,142,8,catch,1,8047.6,0.01
1987,8,143,8,catch,1,6490.6,0.01
1987,11,144,8,catch,1,10242.8,0.01
1988,2,145,8,catch,1,6576.8,0.01
1988,5,146,8,catch,1,6678.932,0.01
1988,8,147,8,catch,1,6085.101,0.01
1988,11,148,8,catch,1,5069.59,0.01
1989,2,149,8,catch,1,4449.462,0.01
1989,5,150,8,catch,1,6588.501,0.01
1989,8,151,8,catch,1,6248.052,0.01
1989,11,152,8,catch,1,8212.336,0.01
1990,2,153,8,catch,1,7837.12,0.01
1990,5,154,8,catch,1,9432.952,0.01
1990,8,155,8,catch,1,6657.2,0.01
1990,11,156,8,catch,1,9661.147,0.01
1991,2,157,8,catch,1,9414.882,0.01
1991,5,158,8,catch,1,6693.039,0.01
1991,8,159,8,catch,1,8563.13,0.01
1991,11,160,8,catch,1,10658.088,0.01
1992,2,161,8,catch,1,11491.622,0.01
1992,5,162,8,catch,1,16244.4,0.01
1992,8,163,8,catch,1,11002.091,0.01
1992,11,164,8,catch,1,9481.603,0.01
1993,2,165,8,catch,1,9061.076,0.01
1993,5,166,8,catch,1,8502.566,0.01
1993,8,167,8,catch,1,8696.81,0.01
1993,11,168,8,catch,1,8217.806,0.01
1994,2,169,8,catch,1,8832.92,0.01
1994,5,170,8,catch,1,8121.26,0.01
1994,8,171,8,catch,1,6339.3,0.01
1994,11,172,8,catch,1,8795.205,0.01
1995,2,173,8,catch,1,8045.2,0.01
1995,5,174,8,catch,1,7627.1,0.01
1995,8,175,8,catch,1,5556.892,0.01
1995,11,176,8,catch,1,4274.675,0.01
1996,2,177,8,catch,1,9924.912,0.01
1996,5,178,8,catch,1,6515.333,0.01
1996,8,179,8,catch,1,5717.901,0.01
1996,11,180,8,catch,1,8060.686,0.01
1997,2,181,8,catch,1,10668.1,0.01
1997,5,182,8,catch,1,17735.168,0.01
1997,8,183,8,catch,1,7804.439,0.01
1997,11,184,8,catch,1,13174.377,0.01
1998,2,185,8,catch,1,12483.207,0.01
1998,5,186,8,catch,1,11832.752,0.01
1998,8,187,8,catch,1,9950.74,0.01
1998,11,188,8,catch,1,13073.083,0.01
1999,2,189,8,catch,1,10116.088,0.01
1999,5,190,8,catch,1,22090.282,0.01
1999,8,191,8,catch,1,20145.593,0.01
1999,11,192,8,catch,1,19167.993,0.01
2000,2,193,8,catch,1,10848.154,0.01
2000,5,194,8,catch,1,15001.202,0.01
2000,8,195,8,catch,1,14319.1,0.01
2000,11,196,8,catch,1,13893.793,0.01
2001,2,197,8,catch,1,7849.126,0.01
2001,5,198,8,catch,1,11029.72,0.01
2001,8,199,8,catch,1,10345.951,0.01
2001,11,200,8,catch,1,11757.559,0.01
2002,2,201,8,catch,1,18554.032,0.01
2002,5,202,8,catch,1,13760.704,0.01
2002,8,203,8,catch,1,7547.393,0.01
2002,11,204,8,catch,1,8531.121,0.01
2003,2,205,8,catch,1,10420.465,0.01
2003,5,206,8,catch,1,5783.861,0.01
2003,8,207,8,catch,1,8354.651,0.01
2003,11,208,8,catch,1,15274.172,0.01
2004,2,209,8,catch,1,14604.648,0.01
2004,5,210,8,catch,1,14119.654,0.01
2004,8,211,8,catch,1,12903.6,0.01
2004,11,212,8,catch,1,16081.157,0.01
2005,2,213,8,catch,1,11877.419,0.01
2005,5,214,8,catch,1,14146.7,0.01
2005,8,215,8,catch,1,11153.2,0.01
2005,11,216,8,catch,1,16526.968,0.01
2006,2,217,8,catch,1,11550.186,0.01
2006,5,218,8,catch,1,13737.044,0.01
2006,8,219,8,catch,1,11327.5,0.01
2006,11,220,8,catch,1,16155.703,0.01
2007,2,221,8,catch,1,14498.66,0.01
2007,5,222,8,catch,1,10954.742,0.01
2007,8,223,8,catch,1,12283.4,0.01
2007,11,224,8,catch,1,17053.107,0.01
2008,2,225,8,catch,1,18816.285,0.01
2008,5,226,8,catch,1,14949.842,0.01
2008,8,227,8,catch,1,11354.236,0.01
2008,11,228,8,catch,1,14333.102,0.01
2009,2,229,8,catch,1,14552.299,0.01
2009,5,230,8,catch,1,19530.25,0.01
2009,8,231,8,catch,1,8746.9,0.01
2009,11,232,8,catch,1,17305.614,0.01
2010,2,233,8,catch,1,12990.121,0.01
2010,5,234,8,catch,1,12223.089,0.01
2010,8,235,8,catch,1,988.366,0.01
2010,11,236,8,catch,1,20182.388,0.01
2011,2,237,8,catch,1,26283.229,0.01
2011,5,238,8,catch,1,24479.073,0.01
2011,8,239,8,catch,1,1007.4,0.01
2011,11,240,8,catch,1,17839.241,0.01
2012,2,241,8,catch,1,13912.608,0.01
2012,5,242,8,catch,1,19239.275,0.01
2012,8,243,8,catch,1,2754.868,0.01
2012,11,244,8,catch,1,18846.347,0.01
2013,2,245,8,catch,1,17768.914,0.01
2013,5,246,8,catch,1,18465.326,0.01
2013,8,247,8,catch,1,2842.2,0.01
2013,11,248,8,catch,1,22592.638,0.01
2014,2,249,8,catch,1,23403.07,0.01
2014,5,250,8,catch,1,16621.119,0.01
2014,8,251,8,catch,1,2665.4,0.01
2014,11,252,8,catch,1,14504.816,0.01
2015,2,253,8,catch,1,11562.005,0.01
2015,5,254,8,catch,1,15640.78,0.01
2015,8,255,8,catch,1,1490.522,0.01
2015,11,256,8,catch,1,10135.043,0.01
2016,2,257,8,catch,1,10787.004,0.01
2016,5,258,8,catch,1,12991.603,0.01
2016,8,259,8,catch,1,2854.1,0.01
2016,11,260,8,catch,1,22590.494,0.01
2017,2,261,8,catch,1,14302.512,0.01
2017,5,262,8,catch,1,13679.964,0.01
2017,8,263,8,catch,1,3304.8,0.01
2017,11,264,8,catch,1,13841.15,0.01
2018,2,265,8,catch,1,19149.606,0.01
2018,5,266,8,catch,1,12661.949,0.01
2018,8,267,8,catch,1,2862.4,0.01
2018,11,268,8,catch,1,15665.43,0.01
1967,11,64,9,catch,1,1.8,0.01
1968,2,65,9,catch,1,1,0.01
1968,11,68,9,catch,1,3.7,0.01
1970,2,73,9,catch,1,1.3,0.01
1970,8,75,9,catch,1,0.5,0.01
1970,11,76,9,catch,1,1.915,0.01
1971,11,80,9,catch,1,1.16,0.01
1972,11,84,9,catch,1,1.491,0.01
1973,2,85,9,catch,1,5.1,0.01
1973,5,86,9,catch,1,0.5,0.01
1973,11,88,9,catch,1,6.406,0.01
1974,2,89,9,catch,1,0.5,0.01
1974,8,91,9,catch,1,1,0.01
1974,11,92,9,catch,1,9.504,0.01
1975,2,93,9,catch,1,4.8,0.01
1975,5,94,9,catch,1,2.1,0.01
1975,8,95,9,catch,1,2,0.01
1975,11,96,9,catch,1,3.5,0.01
1976,5,98,9,catch,1,0.5,0.01
1976,8,99,9,catch,1,7.4,0.01
1976,11,100,9,catch,1,1.179,0.01
1977,2,101,9,catch,1,1.3,0.01
1977,5,102,9,catch,1,9.7,0.01
1977,8,103,9,catch,1,3.4,0.01
1977,11,104,9,catch,1,5.084,0.01
1978,2,105,9,catch,1,29.2,0.01
1978,5,106,9,catch,1,2.3,0.01
1978,8,107,9,catch,1,3.6,0.01
1978,11,108,9,catch,1,8,0.01
1979,2,109,9,catch,1,4.4,0.01
1979,5,110,9,catch,1,5.5,0.01
1979,8,111,9,catch,1,41.8,0.01
1979,11,112,9,catch,1,70.4,0.01
1980,2,113,9,catch,1,52.8,0.01
1980,5,114,9,catch,1,23.5,0.01
1980,8,115,9,catch,1,9.8,0.01
1980,11,116,9,catch,1,8.1,0.01
1981,2,117,9,catch,1,36.3,0.01
1981,5,118,9,catch,1,33.4,0.01
1981,8,119,9,catch,1,79.3,0.01
1981,11,120,9,catch,1,84.1,0.01
1982,2,121,9,catch,1,195.246,0.01
1982,5,122,9,catch,1,91.7,0.01
1982,8,123,9,catch,1,172.9,0.01
1982,11,124,9,catch,1,199.87,0.01
1983,2,125,9,catch,1,367.6,0.01
1983,5,126,9,catch,1,218.7,0.01
1983,8,127,9,catch,1,186,0.01
1983,11,128,9,catch,1,346.4,0.01
1984,2,129,9,catch,1,309.501,0.01
1984,5,130,9,catch,1,200,0.01
1984,8,131,9,catch,1,483.1,0.01
1984,11,132,9,catch,1,246.401,0.01
1985,2,133,9,catch,1,444.666,0.01
1985,5,134,9,catch,1,159.399,0.01
1985,8,135,9,catch,1,175.9,0.01
1985,11,136,9,catch,1,302.7,0.01
1986,2,137,9,catch,1,216.7,0.01
1986,5,138,9,catch,1,327.1,0.01
1986,8,139,9,catch,1,191.4,0.01
1986,11,140,9,catch,1,660.2,0.01
1987,2,141,9,catch,1,1029.2,0.01
1987,5,142,9,catch,1,491.8,0.01
1987,8,143,9,catch,1,413.2,0.01
1987,11,144,9,catch,1,304.1,0.01
1988,2,145,9,catch,1,344.1,0.01
1988,5,146,9,catch,1,188.8,0.01
1988,8,147,9,catch,1,494.928,0.01
1988,11,148,9,catch,1,452.452,0.01
1989,2,149,9,catch,1,458.1,0.01
1989,5,150,9,catch,1,406.602,0.01
1989,8,151,9,catch,1,893.453,0.01
1989,11,152,9,catch,1,603.484,0.01
1990,2,153,9,catch,1,677.255,0.01
1990,5,154,9,catch,1,642.223,0.01
1990,8,155,9,catch,1,788.8,0.01
1990,11,156,9,catch,1,524.5,0.01
1991,2,157,9,catch,1,1882.3,0.01
1991,5,158,9,catch,1,1362.819,0.01
1991,8,159,9,catch,1,563.4,0.01
1991,11,160,9,catch,1,1132.6,0.01
1992,2,161,9,catch,1,1038.295,0.01
1992,5,162,9,catch,1,1610.3,0.01
1992,8,163,9,catch,1,1329.4,0.01
1992,11,164,9,catch,1,1488.325,0.01
1993,2,165,9,catch,1,1505.3,0.01
1993,5,166,9,catch,1,1558.2,0.01
1993,8,167,9,catch,1,1467.299,0.01
1993,11,168,9,catch,1,1378.5,0.01
1994,2,169,9,catch,1,740.697,0.01
1994,5,170,9,catch,1,1048.33,0.01
1994,8,171,9,catch,1,1413.6,0.01
1994,11,172,9,catch,1,2087.803,0.01
1995,2,173,9,catch,1,2649.123,0.01
1995,5,174,9,catch,1,455,0.01
1995,8,175,9,catch,1,954.3,0.01
1995,11,176,9,catch,1,1723.651,0.01
1996,2,177,9,catch,1,775.554,0.01
1996,5,178,9,catch,1,565.773,0.01
1996,8,179,9,catch,1,477.661,0.01
1996,11,180,9,catch,1,437.233,0.01
1997,2,181,9,catch,1,812.3,0.01
1997,5,182,9,catch,1,391.439,0.01
1997,8,183,9,catch,1,867.407,0.01
1997,11,184,9,catch,1,2084.495,0.01
1998,2,185,9,catch,1,2207.512,0.01
1998,5,186,9,catch,1,1229.656,0.01
1998,8,187,9,catch,1,1917.3,0.01
1998,11,188,9,catch,1,1536.421,0.01
1999,2,189,9,catch,1,660.8,0.01
1999,5,190,9,catch,1,352.2,0.01
1999,8,191,9,catch,1,275,0.01
1999,11,192,9,catch,1,586.012,0.01
2000,2,193,9,catch,1,769.5,0.01
2000,5,194,9,catch,1,537.4,0.01
2000,8,195,9,catch,1,759.1,0.01
2000,11,196,9,catch,1,1152.9,0.01
2001,2,197,9,catch,1,753.5,0.01
2001,5,198,9,catch,1,1084.9,0.01
2001,8,199,9,catch,1,931,0.01
2001,11,200,9,catch,1,1709.754,0.01
2002,2,201,9,catch,1,477.327,0.01
2002,5,202,9,catch,1,756.5,0.01
2002,8,203,9,catch,1,894.7,0.01
2002,11,204,9,catch,1,1646.1,0.01
2003,2,205,9,catch,1,3757.35,0.01
2003,5,206,9,catch,1,1485.67,0.01
2003,8,207,9,catch,1,1136,0.01
2003,11,208,9,catch,1,819.558,0.01
2004,2,209,9,catch,1,510.887,0.01
2004,5,210,9,catch,1,285.6,0.01
2004,8,211,9,catch,1,1181.4,0.01
2004,11,212,9,catch,1,819.486,0.01
2005,2,213,9,catch,1,1488.638,0.01
2005,5,214,9,catch,1,827.046,0.01
2005,8,215,9,catch,1,2097.2,0.01
2005,11,216,9,catch,1,1040.951,0.01
2006,2,217,9,catch,1,861.879,0.01
2006,5,218,9,catch,1,787.9,0.01
2006,8,219,9,catch,1,1150.1,0.01
2006,11,220,9,catch,1,1421.684,0.01
2007,2,221,9,catch,1,1349.722,0.01
